state,date,positive,negative,positiveIncrease,negativeIncrease,bigFlag,negativeJump,positiveJump
SC,20200316,28,235,9,81,0.023252279635258,0.34468085106383,0.321428571428571
NV,20200327,535,6161,115,1464,0.0226704913482,0.237623762376238,0.214953271028037
KS,20200318,16,417,1,35,0.021432853717026,0.083932853717026,0.0625
VT,20200324,95,1440,20,334,0.021418128654971,0.231944444444444,0.210526315789474
WA,20200323,1996,28879,203,3551,0.021257914561767,0.122961321375394,0.101703406813627
WI,20200318,106,1577,34,539,0.021033488472261,0.341788205453392,0.320754716981132
IN,20200326,645,4006,168,1127,0.020862891708948,0.281328007988018,0.26046511627907
ME,20200323,107,2791,18,527,0.020596911970051,0.188821211035471,0.168224299065421
RI,20200327,165,1366,0,27,0.019765739385066,0.019765739385066,0
AZ,20200317,20,142,2,17,0.019718309859155,0.119718309859155,0.1
PA,20200314,47,205,14,65,0.019200830306176,0.317073170731707,0.297872340425532
IL,20200325,1865,12344,330,2410,0.018292852439192,0.195236552171095,0.176943699731904
VA,20200312,17,117,8,57,0.01659125188537,0.487179487179487,0.470588235294118
SC,20200318,60,583,27,272,0.016552315608919,0.466552315608919,0.45
KY,20200314,14,139,3,32,0.015930113052415,0.230215827338129,0.214285714285714
IN,20200323,259,1701,58,408,0.015920682587349,0.239858906525573,0.223938223938224
PA,20200322,479,4964,108,1198,0.015867902341536,0.241337630942788,0.225469728601253
NM,20200326,112,7681,12,939,0.015106849926535,0.122249707069392,0.107142857142857
IL,20200315,64,449,18,133,0.014963808463252,0.296213808463252,0.28125
OR,20200326,327,6953,118,2603,0.013514506091798,0.374370775204947,0.36085626911315
ND,20200321,28,1141,8,341,0.013146362839614,0.2988606485539,0.285714285714286
UT,20200325,346,6491,47,967,0.013137354255737,0.148975504544754,0.135838150289017
MD,20200310,6,89,1,16,0.01310861423221,0.179775280898876,0.166666666666667
KY,20200318,26,354,4,59,0.012820512820513,0.166666666666667,0.153846153846154
MA,20200321,525,4752,112,1074,0.012676767676768,0.226010101010101,0.213333333333333
WA,20200321,1524,21719,148,2383,0.012606739457536,0.109719600349924,0.097112860892389
SD,20200317,11,551,1,57,0.012539184952978,0.103448275862069,0.090909090909091
NE,20200326,73,1584,12,280,0.012384115123841,0.176767676767677,0.164383561643836
TN,20200313,26,116,8,37,0.011273209549072,0.318965517241379,0.307692307692308
OR,20200319,88,1329,13,211,0.011038716738491,0.158765989465764,0.147727272727273
OR,20200318,75,1118,28,429,0.010387596899225,0.383720930232558,0.373333333333333
WA,20200318,1012,13117,108,1535,0.010304342100783,0.117023709689716,0.106719367588933
FL,20200313,50,478,18,177,0.010292887029289,0.370292887029289,0.36
FL,20200327,2765,28186,410,4445,0.009420307800328,0.157702405449514,0.148282097649186
LA,20200317,171,286,57,98,0.009324009324009,0.342657342657343,0.333333333333333
OR,20200322,161,2864,47,861,0.008703025781602,0.300628491620112,0.291925465838509
DC,20200327,267,1897,36,271,0.008025682182986,0.142857142857143,0.134831460674157
FL,20200319,390,1533,76,308,0.006041447137338,0.200913242009132,0.194871794871795
VA,20200311,9,60,1,7,0.005555555555556,0.116666666666667,0.111111111111111
DC,20200315,16,79,6,30,0.004746835443038,0.379746835443038,0.375
UT,20200327,480,8764,78,1456,0.003634185303514,0.166134185303514,0.1625
AL,20200327,587,4184,81,591,0.003262611522438,0.141252390057361,0.137989778534923
NH,20200326,137,3001,29,645,0.003249525097474,0.214928357214262,0.211678832116788
GU,20200327,51,299,6,36,0.002754278969113,0.120401337792642,0.117647058823529
GU,20200325,37,233,5,32,0.002203920658856,0.137339055793991,0.135135135135135
ND,20200323,30,1353,2,93,0.002069475240207,0.068736141906874,0.066666666666667
OH,20200315,36,139,23,89,0.001398880895284,0.640287769784173,0.638888888888889
NH,20200317,17,355,4,84,0.0013256006628,0.236619718309859,0.235294117647059
AK,20200323,22,946,0,0,0,0,0
AK,20200316,1,143,0,0,0,0,0
AK,20200315,1,143,0,0,0,0,0
AZ,20200315,12,121,0,0,0,0,0
AZ,20200309,5,44,0,0,0,0,0
AZ,20200308,5,44,0,0,0,0,0
CA,20200313,202,916,0,0,0,0,0
CA,20200305,53,462,0,0,0,0,0
CO,20200316,131,627,0,0,0,0,0
DC,20200313,10,20,0,0,0,0,0
DE,20200315,6,36,0,0,0,0,0
IL,20200311,19,244,0,0,0,0,0
IL,20200308,6,191,0,0,0,0,0
KS,20200314,6,93,0,0,0,0,0
KS,20200309,1,11,0,0,0,0,0
MA,20200315,138,352,0,0,0,0,0
ME,20200315,3,91,0,0,0,0,0
ME,20200314,3,91,0,0,0,0,0
MN,20200308,1,48,0,0,0,0,0
MO,20200324,183,369,0,0,0,0,0
NE,20200308,1,17,0,0,0,0,0
NH,20200316,13,271,0,0,0,0,0
NH,20200313,6,94,0,0,0,0,0
NH,20200311,4,38,0,0,0,0,0
NH,20200310,4,38,0,0,0,0,0
NH,20200309,4,38,0,0,0,0,0
NH,20200307,2,20,0,0,0,0,0
NJ,20200314,50,97,0,0,0,0,0
NV,20200318,55,168,0,0,0,0,0
NV,20200309,1,14,0,0,0,0,0
NV,20200308,1,14,0,0,0,0,0
NV,20200307,1,14,0,0,0,0,0
NV,20200306,1,14,0,0,0,0,0
NY,20200312,216,92,0,0,0,0,0
OH,20200314,13,50,0,0,0,0,0
OK,20200313,3,36,0,0,0,0,0
OK,20200311,2,15,0,0,0,0,0
OK,20200309,1,8,0,0,0,0,0
OR,20200325,209,4350,0,0,0,0,0
OR,20200321,114,2003,0,0,0,0,0
OR,20200314,30,337,0,0,0,0,0
OR,20200312,19,286,0,0,0,0,0
RI,20200319,33,540,0,0,0,0,0
RI,20200317,21,308,0,0,0,0,0
RI,20200315,20,198,0,0,0,0,0
RI,20200310,3,53,0,0,0,0,0
SC,20200327,456,2307,0,0,0,0,0
SC,20200319,60,583,0,0,0,0,0
SC,20200310,7,24,0,0,0,0,0
SC,20200308,2,8,0,0,0,0,0
SD,20200319,11,551,0,0,0,0,0
SD,20200318,11,551,0,0,0,0,0
UT,20200314,6,131,0,0,0,0,0
VA,20200314,30,117,0,0,0,0,0
VI,20200326,17,55,0,0,0,0,0
VT,20200321,29,779,0,0,0,0,0
WI,20200314,19,169,0,0,0,0,0
WI,20200308,1,31,0,0,0,0,0
WI,20200307,1,31,0,0,0,0,0
WI,20200305,1,19,0,0,0,0,0
NV,20200324,278,3954,33,464,-0.001355516497273,0.11734951947395,0.118705035971223
VA,20200320,114,2211,20,382,-0.002666095360518,0.17277250113071,0.175438596491228
ID,20200323,47,1309,5,134,-0.004014758708125,0.102368220015279,0.106382978723404
NY,20200327,44635,101118,7377,16272,-0.004352983914287,0.160920904290037,0.165273888204324
LA,20200327,2746,18613,441,2889,-0.005383134664277,0.155214097673669,0.160597232337946
PA,20200324,851,8643,207,2048,-0.006288482164914,0.236954761078329,0.243243243243243
CT,20200327,1291,7109,279,1484,-0.007362068941095,0.208749472499648,0.216111541440744
TN,20200315,39,157,7,27,-0.007512657194186,0.171974522292994,0.179487179487179
WA,20200322,1793,25328,269,3609,-0.007537361903296,0.14249052432091,0.150027886224205
UT,20200324,299,5524,42,734,-0.00759349896711,0.132874728457639,0.140468227424749
MN,20200311,5,217,2,85,-0.008294930875576,0.391705069124424,0.4
MI,20200314,25,205,9,72,-0.008780487804878,0.351219512195122,0.36
PA,20200323,644,6595,165,1631,-0.008902613027939,0.247308567096285,0.256211180124224
CO,20200320,277,2675,61,563,-0.009749316778569,0.210467289719626,0.220216606498195
NM,20200323,65,5321,8,599,-0.010504098419904,0.112572824657019,0.123076923076923
OR,20200317,47,689,8,110,-0.010561096871816,0.159651669085631,0.170212765957447
MN,20200315,35,1387,14,540,-0.010670511896179,0.389329488103821,0.4
ID,20200322,42,1175,11,295,-0.010840932117528,0.251063829787234,0.261904761904762
WA,20200324,2221,31712,225,2833,-0.01197045073832,0.08933526740666,0.10130571814498
MT,20200321,20,1146,4,215,-0.01239092495637,0.18760907504363,0.2
PA,20200326,1687,16441,560,5248,-0.012748212456411,0.319201995012469,0.33195020746888
WI,20200322,385,6230,104,1602,-0.012987012987013,0.257142857142857,0.27012987012987
CA,20200323,1733,12567,197,1263,-0.013174393904184,0.100501312962521,0.113675706866705
FL,20200323,1171,11063,341,3073,-0.013431343027006,0.277772756033626,0.291204099060632
WI,20200321,281,4628,75,1173,-0.013446697650384,0.253457216940363,0.266903914590747
FL,20200324,1412,13127,241,2064,-0.01344670317066,0.157233183514893,0.170679886685552
AL,20200324,215,2106,48,441,-0.013854104551779,0.209401709401709,0.223255813953488
FL,20200325,1682,15374,270,2247,-0.014367339147722,0.146155847534799,0.160523186682521
MN,20200320,115,3741,26,792,-0.014378857083086,0.211708099438653,0.226086956521739
AK,20200319,6,400,0,-6,-0.015,-0.015,0
DC,20200323,116,1113,18,156,-0.015010688725718,0.140161725067385,0.155172413793103
UT,20200320,112,2035,34,587,-0.01511934011934,0.288452088452088,0.303571428571429
IN,20200327,981,5955,336,1949,-0.015219651976983,0.327287993282955,0.342507645259939
IL,20200320,585,3696,163,971,-0.015916028416028,0.26271645021645,0.278632478632479
UT,20200321,136,2424,24,389,-0.015992040380509,0.160478547854785,0.176470588235294
NH,20200327,158,3395,21,394,-0.016858373259261,0.116053019145803,0.132911392405063
PA,20200325,1127,11193,276,2550,-0.017076999655397,0.227820959528277,0.244897959183673
RI,20200314,20,198,6,56,-0.017171717171717,0.282828282828283,0.3
GA,20200323,772,4297,172,877,-0.018702046614037,0.204095880847103,0.22279792746114
PA,20200318,133,1187,37,308,-0.018717813911358,0.259477674810446,0.278195488721804
VA,20200326,460,5729,69,750,-0.019087100715657,0.130912899284343,0.15
PA,20200319,185,1608,52,421,-0.019265160683071,0.26181592039801,0.281081081081081
NC,20200327,763,14373,127,2099,-0.020410521074036,0.146037709594378,0.166448230668414
NC,20200326,636,12274,132,2289,-0.021055398587596,0.186491771223725,0.207547169811321
CO,20200325,912,6789,192,1285,-0.021249544541867,0.189276771247606,0.210526315789474
PA,20200327,2218,21016,531,4575,-0.02171358641945,0.217691282832128,0.239404869251578
ME,20200319,53,2004,10,334,-0.022012578616352,0.166666666666667,0.188679245283019
KY,20200320,47,592,12,138,-0.022211040828062,0.233108108108108,0.25531914893617
IL,20200323,1273,8583,224,1312,-0.023101988539614,0.152860305254573,0.175962293794187
FL,20200308,17,118,3,18,-0.023928215353938,0.152542372881356,0.176470588235294
IN,20200314,15,74,3,13,-0.024324324324324,0.175675675675676,0.2
KY,20200327,248,3768,50,666,-0.024861310869119,0.176751592356688,0.201612903225806
NC,20200325,504,9985,106,1844,-0.025640444794175,0.184677015523285,0.21031746031746
NH,20200308,4,38,2,18,-0.026315789473684,0.473684210526316,0.5
AZ,20200314,12,121,3,27,-0.026859504132231,0.223140495867769,0.25
OR,20200327,414,8510,87,1557,-0.027183705444575,0.182961222091657,0.210144927536232
WV,20200321,11,330,4,111,-0.027272727272727,0.336363636363636,0.363636363636364
UT,20200326,402,7308,56,817,-0.027508189757289,0.111795292829776,0.139303482587065
UT,20200323,257,4790,76,1282,-0.028078925777601,0.267640918580376,0.295719844357977
CT,20200326,1012,5625,137,602,-0.028353271848924,0.107022222222222,0.135375494071146
AZ,20200310,6,51,1,7,-0.029411764705882,0.137254901960784,0.166666666666667
NY,20200326,37258,84846,6447,12178,-0.029506031298442,0.143530631968508,0.173036663266949
SC,20200315,19,154,6,44,-0.030075187969925,0.285714285714286,0.31578947368421
FL,20200322,830,7990,172,1411,-0.0306331709818,0.176595744680851,0.207228915662651
SD,20200324,30,790,2,28,-0.031223628691983,0.035443037974684,0.066666666666667
NH,20200323,78,1374,13,186,-0.031295487627365,0.135371179039301,0.166666666666667
LA,20200316,114,188,23,32,-0.031541620007466,0.170212765957447,0.201754385964912
VT,20200327,184,2077,26,227,-0.032012099390844,0.109292248435243,0.141304347826087
OK,20200310,2,15,1,7,-0.033333333333333,0.466666666666667,0.5
SD,20200327,58,2387,12,414,-0.033457087962094,0.173439463762044,0.206896551724138
IL,20200324,1535,9934,262,1351,-0.034686455033187,0.135997584054761,0.170684039087948
WI,20200325,585,10089,128,1852,-0.035237158519942,0.183566260283477,0.218803418803419
WI,20200319,155,2192,49,615,-0.035563338827408,0.280565693430657,0.316129032258064
IA,20200324,124,2315,19,272,-0.035731206019648,0.117494600431965,0.153225806451613
ME,20200318,43,1670,11,367,-0.036053474446456,0.219760479041916,0.255813953488372
NY,20200321,10356,35081,3254,9756,-0.036114726224997,0.278099256007525,0.314213982232522
OK,20200321,53,560,4,22,-0.036185983827493,0.039285714285714,0.075471698113208
KY,20200319,35,454,9,100,-0.03687853996224,0.220264317180617,0.257142857142857
IL,20200322,1049,7271,296,1783,-0.036952758644334,0.245220739925732,0.282173498570067
CO,20200323,591,4845,116,770,-0.03735076718371,0.158926728586171,0.196277495769882
NH,20200318,26,513,9,158,-0.038161643424801,0.307992202729045,0.346153846153846
LA,20200319,347,458,107,123,-0.039798396738105,0.268558951965066,0.30835734870317
NE,20200323,50,356,2,0,-0.04,0,0.04
ND,20200327,65,2427,13,388,-0.040131850020602,0.159868149979398,0.2
NE,20200327,85,1761,12,177,-0.040665397334402,0.100511073253833,0.141176470588235
FL,20200315,116,678,39,200,-0.041221645814261,0.294985250737463,0.336206896551724
WY,20200322,24,438,1,0,-0.041666666666667,0,0.041666666666667
WI,20200327,842,13140,135,1557,-0.041839390882765,0.118493150684932,0.160332541567696
NM,20200319,35,2762,7,436,-0.042143374366401,0.157856625633599,0.2
MO,20200317,8,207,2,43,-0.042270531400966,0.207729468599034,0.25
OH,20200326,867,16449,163,2389,-0.042767821099967,0.145236792510183,0.18800461361015
IA,20200325,145,2578,21,263,-0.042810518712715,0.102017067494182,0.144827586206897
WA,20200326,2580,31712,111,0,-0.043023255813954,0,0.043023255813954
CO,20200321,363,3317,86,642,-0.04336621345419,0.193548387096774,0.236914600550964
CO,20200327,1430,8692,344,1714,-0.043366619574627,0.197192820984814,0.240559440559441
VA,20200323,254,3443,35,325,-0.043400852122645,0.094394423467906,0.137795275590551
IA,20200317,23,83,1,0,-0.043478260869565,0,0.043478260869565
TX,20200324,410,10757,58,1054,-0.043480705700429,0.097982708933718,0.141463414634146
WI,20200326,707,11583,122,1494,-0.043577984172044,0.128982128982129,0.172560113154173
NM,20200325,100,6742,17,852,-0.043628003559775,0.126371996440225,0.17
AR,20200319,46,310,13,74,-0.043899018232819,0.238709677419355,0.282608695652174
DC,20200318,31,138,9,34,-0.043945769050958,0.246376811594203,0.290322580645161
PR,20200326,64,377,13,60,-0.043973806366048,0.159151193633952,0.203125
IN,20200321,126,707,47,232,-0.044868772591545,0.328147100424328,0.373015873015873
MN,20200319,89,2949,12,264,-0.045309588853201,0.089521871820956,0.134831460674157
SD,20200320,14,663,3,112,-0.045356604180134,0.168929110105581,0.214285714285714
OK,20200322,67,669,14,109,-0.04602547799121,0.162929745889387,0.208955223880597
NJ,20200327,8825,16547,1949,2886,-0.046437578185308,0.174412280171632,0.22084985835694
NV,20200315,21,168,1,0,-0.047619047619048,0,0.047619047619048
SC,20200309,7,24,5,16,-0.047619047619048,0.666666666666667,0.714285714285714
AK,20200321,14,758,2,72,-0.04787033546928,0.094986807387863,0.142857142857143
ND,20200324,34,1454,4,101,-0.048183509992718,0.069463548830812,0.117647058823529
CO,20200322,475,4075,112,758,-0.04977720374556,0.18601226993865,0.23578947368421
VT,20200317,10,495,2,74,-0.050505050505051,0.149494949494949,0.2
ID,20200317,7,346,2,81,-0.051610239471511,0.234104046242775,0.285714285714286
HI,20200326,95,4357,5,0,-0.052631578947369,0,0.052631578947369
AL,20200323,167,1665,29,201,-0.052931973890058,0.120720720720721,0.173652694610778
AR,20200316,22,132,6,29,-0.053030303030303,0.21969696969697,0.272727272727273
VT,20200319,22,645,3,53,-0.054193093727978,0.082170542635659,0.136363636363636
ME,20200317,32,1303,15,539,-0.055089217191098,0.413660782808902,0.46875
IA,20200315,18,83,1,0,-0.055555555555556,0,0.055555555555556
KS,20200327,202,3229,34,360,-0.056827206412187,0.111489625270982,0.168316831683168
MN,20200327,398,13605,52,1001,-0.057077375115194,0.073575891216465,0.130653266331658
MS,20200327,579,2560,94,269,-0.057270752374784,0.105078125,0.162348877374784
MA,20200322,646,5459,121,707,-0.057795602115857,0.12951089943213,0.187306501547988
MN,20200326,346,12604,59,1416,-0.058174944003464,0.112345287210409,0.170520231213873
IA,20200314,17,83,1,0,-0.058823529411765,0,0.058823529411765
FL,20200311,28,301,9,79,-0.058970099667774,0.262458471760797,0.321428571428571
CO,20200324,720,5504,129,659,-0.059435562015504,0.119731104651163,0.179166666666667
MN,20200322,169,4511,31,559,-0.059512644305373,0.123919308357349,0.183431952662722
NY,20200324,25665,65605,4790,8191,-0.061782207190122,0.124853288621294,0.186635495811416
NJ,20200310,15,44,4,9,-0.062121212121212,0.204545454545455,0.266666666666667
GU,20200326,45,263,8,30,-0.063709336713139,0.114068441064639,0.177777777777778
NV,20200325,321,4251,43,297,-0.064090472390224,0.069865913902611,0.133956386292835
MA,20200327,3240,26131,823,4927,-0.065462347592449,0.188549998086564,0.254012345679012
OK,20200318,29,378,12,131,-0.067232256887429,0.346560846560847,0.413793103448276
MT,20200320,16,931,4,170,-0.067400644468314,0.182599355531686,0.25
DC,20200321,77,506,6,5,-0.068040654997177,0.009881422924901,0.077922077922078
IN,20200318,39,154,9,25,-0.068431568431569,0.162337662337662,0.230769230769231
SC,20200326,456,2307,32,4,-0.068441585107111,0.00173385348938,0.070175438596491
MN,20200318,77,2685,17,409,-0.068451474038066,0.152327746741155,0.220779220779221
VT,20200320,29,779,7,134,-0.069363905980258,0.17201540436457,0.241379310344828
NJ,20200317,267,163,89,43,-0.069529652351738,0.263803680981595,0.333333333333333
NC,20200320,137,3096,40,688,-0.069748580697486,0.222222222222222,0.291970802919708
FL,20200320,520,1870,130,337,-0.069786096256685,0.180213903743316,0.25
NY,20200325,30811,72668,5146,7063,-0.06982280839141,0.097195464303407,0.167018272694817
ME,20200324,125,3014,18,223,-0.07001194426012,0.073988055739881,0.144
MA,20200325,1838,17956,679,5366,-0.070581673349266,0.298841612831366,0.369423286180631
NE,20200314,14,80,1,0,-0.071428571428572,0,0.071428571428572
KS,20200326,168,2869,42,509,-0.072586266991983,0.177413733008017,0.25
AL,20200325,283,2529,68,423,-0.073022899035499,0.167259786476868,0.240282685512367
WI,20200313,19,169,11,85,-0.075988788539396,0.502958579881657,0.578947368421053
NY,20200322,15168,46233,4812,11152,-0.076033849048039,0.241212986394999,0.317246835443038
SC,20200322,195,1466,43,211,-0.076583761849792,0.143929058663029,0.22051282051282
WY,20200326,53,1052,9,98,-0.076655427218595,0.093155893536122,0.169811320754717
PA,20200312,22,116,7,28,-0.076802507836991,0.241379310344828,0.318181818181818
ME,20200327,168,3394,13,0,-0.077380952380952,0,0.077380952380952
NY,20200323,20875,57414,5707,11181,-0.078645779190913,0.194743442365973,0.273389221556886
TN,20200314,32,130,6,14,-0.079807692307692,0.107692307692308,0.1875
IA,20200311,13,46,5,14,-0.080267558528428,0.304347826086957,0.384615384615385
VT,20200326,158,1850,35,261,-0.080437906260691,0.141081081081081,0.221518987341772
PR,20200325,51,317,12,49,-0.080719985154945,0.154574132492114,0.235294117647059
GA,20200325,1247,4932,221,474,-0.081118284856893,0.096107055961071,0.177225340817963
LA,20200320,479,568,132,110,-0.081912140903879,0.193661971830986,0.275574112734864
AR,20200322,165,711,47,144,-0.082316839278865,0.20253164556962,0.284848484848485
DC,20200326,231,1626,48,203,-0.082945959329723,0.124846248462485,0.207792207792208
AK,20200320,12,686,6,286,-0.083090379008746,0.416909620991254,0.5
NV,20200311,5,168,5,154,-0.083333333333333,0.916666666666667,1
DC,20200324,137,1195,21,82,-0.084665424670922,0.068619246861925,0.153284671532847
WY,20200325,44,954,15,244,-0.085143891747665,0.255765199161426,0.340909090909091
KS,20200316,11,166,3,31,-0.085980284775466,0.186746987951807,0.272727272727273
MA,20200326,2417,21204,579,3248,-0.086374519542101,0.153178645538578,0.239553165080678
NM,20200316,17,566,4,84,-0.086884223654126,0.148409893992933,0.235294117647059
NE,20200312,10,80,5,33,-0.0875,0.4125,0.5
VA,20200321,152,2638,38,427,-0.088134950720243,0.161865049279757,0.25
MT,20200323,34,1146,3,0,-0.088235294117647,0,0.088235294117647
VA,20200327,604,6733,144,1004,-0.089294303140704,0.149116292885786,0.23841059602649
DC,20200325,183,1423,46,228,-0.0911412431982,0.160224877020379,0.251366120218579
IN,20200317,30,129,6,14,-0.091472868217054,0.108527131782946,0.2
NC,20200319,97,2408,34,621,-0.092625098469021,0.257890365448505,0.350515463917526
NM,20200327,136,8377,24,696,-0.093385951730579,0.083084636504715,0.176470588235294
CT,20200311,3,71,1,17,-0.093896713615024,0.23943661971831,0.333333333333333
AR,20200327,381,1545,46,41,-0.094197691308004,0.026537216828479,0.120734908136483
GU,20200318,8,57,3,16,-0.094298245614035,0.280701754385965,0.375
AK,20200317,3,334,2,191,-0.094810379241517,0.57185628742515,0.666666666666667
IN,20200316,24,115,5,13,-0.095289855072464,0.11304347826087,0.208333333333333
CA,20200321,1279,11249,216,825,-0.095542086583528,0.073339852431327,0.168881939014855
HI,20200324,77,3589,21,634,-0.096076395045467,0.176650877681805,0.272727272727273
VA,20200325,391,4979,101,799,-0.097838029699161,0.160473990761197,0.258312020460358
NY,20200319,4152,18132,1770,5917,-0.099971436186017,0.326329141848665,0.426300578034682
MN,20200309,2,80,1,32,-0.1,0.4,0.5
ND,20200326,52,2039,13,305,-0.100416871015204,0.149583128984796,0.25
WA,20200325,2469,31712,248,0,-0.100445524503848,0,0.100445524503848
NC,20200322,255,6183,71,1091,-0.101979811817983,0.176451560731037,0.27843137254902
GA,20200320,420,1966,133,422,-0.102017633095965,0.214649033570702,0.316666666666667
RI,20200326,165,1339,41,196,-0.102106954534139,0.146377893950709,0.248484848484848
OH,20200327,1137,19012,270,2563,-0.102657424528988,0.134809593940669,0.237467018469657
HI,20200327,106,4357,11,0,-0.10377358490566,0,0.10377358490566
TN,20200325,784,11012,117,495,-0.104283731291282,0.04495096258627,0.149234693877551
VI,20200327,19,55,2,0,-0.105263157894737,0,0.105263157894737
TN,20200317,73,330,21,60,-0.105853051058531,0.181818181818182,0.287671232876712
MN,20200316,54,1839,19,452,-0.106066098725153,0.245785753126699,0.351851851851852
KS,20200325,126,2360,28,274,-0.106120527306968,0.116101694915254,0.222222222222222
TX,20200327,1731,21935,335,1907,-0.10659106911774,0.086938682470937,0.193529751588677
DC,20200319,39,153,8,15,-0.107088989441931,0.098039215686275,0.205128205128205
IA,20200322,90,1215,22,166,-0.107818930041152,0.136625514403292,0.244444444444444
IL,20200307,6,191,1,11,-0.109075043630017,0.057591623036649,0.166666666666667
CA,20200324,2102,13452,369,885,-0.109757624317692,0.065789473684211,0.175547098001903
ME,20200325,149,3177,24,163,-0.109767561732503,0.051306263770853,0.161073825503356
WY,20200327,70,1211,17,159,-0.111560693641619,0.131296449215524,0.242857142857143
MD,20200309,5,73,2,21,-0.112328767123288,0.287671232876712,0.4
MN,20200321,138,3952,23,211,-0.113275978407557,0.053390688259109,0.166666666666667
