state,date,positive,negative,positiveIncrease,negativeIncrease,bigFlag,negativeJump,positiveJump
OK,20200327,322,1084,74,126,-0.11357750223465,0.116236162361624,0.229813664596273
IL,20200317,160,1340,67,408,-0.114272388059702,0.304477611940298,0.41875
DE,20200326,130,36,15,0,-0.115384615384615,0,0.115384615384615
OK,20200317,17,247,7,73,-0.116218147177899,0.295546558704453,0.411764705882353
CA,20200306,60,462,7,0,-0.116666666666667,0,0.116666666666667
WV,20200323,16,444,4,59,-0.117117117117117,0.132882882882883,0.25
AR,20200326,335,1504,55,67,-0.119631232137186,0.044547872340426,0.164179104477612
NM,20200324,83,5890,18,569,-0.120263055618058,0.09660441426146,0.216867469879518
LA,20200322,837,2661,252,481,-0.120316155701834,0.18075911311537,0.301075268817204
ID,20200327,189,2668,66,603,-0.123194355203351,0.226011994002998,0.349206349206349
IL,20200313,32,294,7,28,-0.123511904761905,0.095238095238095,0.21875
NJ,20200326,6876,13661,2474,3209,-0.124899934033858,0.234902276553693,0.359802210587551
FL,20200312,32,301,4,0,-0.125,0,0.125
HI,20200319,16,93,2,0,-0.125,0,0.125
KY,20200315,16,139,2,0,-0.125,0,0.125
NE,20200318,24,206,3,0,-0.125,0,0.125
RI,20200325,124,1143,18,23,-0.125038805633167,0.020122484689414,0.145161290322581
VT,20200314,4,227,2,85,-0.125550660792952,0.374449339207048,0.5
IN,20200325,477,2879,112,313,-0.126082533607421,0.108718304967002,0.234800838574423
RI,20200322,83,932,17,70,-0.129711980971095,0.075107296137339,0.204819277108434
CA,20200307,69,462,9,0,-0.130434782608696,0,0.130434782608696
PR,20200321,21,143,7,29,-0.130536130536131,0.202797202797203,0.333333333333333
LA,20200311,6,37,5,26,-0.130630630630631,0.702702702702703,0.833333333333333
KY,20200326,198,3102,41,237,-0.130668385987535,0.076402321083172,0.207070707070707
SC,20200321,152,1255,71,422,-0.130850283078213,0.336254980079681,0.467105263157895
MI,20200316,53,272,20,67,-0.131034961154273,0.246323529411765,0.377358490566038
NY,20200320,7102,25325,2950,7193,-0.131348309765223,0.284027640671273,0.415375950436497
CA,20200326,3006,17380,651,1459,-0.13261980067483,0.083947065592635,0.216566866267465
CO,20200326,1086,6978,174,189,-0.13313586979758,0.027085124677558,0.160220994475138
AR,20200313,9,30,3,6,-0.133333333333333,0.2,0.333333333333333
VT,20200325,123,1589,28,149,-0.133872609965873,0.093769666456891,0.227642276422764
PR,20200320,14,114,9,58,-0.134085213032582,0.508771929824561,0.642857142857143
HI,20200320,26,124,10,31,-0.134615384615385,0.25,0.384615384615385
OK,20200323,81,694,14,25,-0.136816451417796,0.036023054755043,0.17283950617284
WI,20200312,8,84,5,41,-0.136904761904762,0.488095238095238,0.625
CO,20200311,28,251,16,109,-0.1371656232214,0.434262948207171,0.571428571428571
NE,20200309,3,36,2,19,-0.138888888888889,0.527777777777778,0.666666666666667
VT,20200312,2,97,1,35,-0.139175257731959,0.360824742268041,0.5
CA,20200315,293,916,41,0,-0.139931740614334,0,0.139931740614334
KS,20200322,64,417,9,0,-0.140625,0,0.140625
NV,20200326,420,4697,99,446,-0.140760059612519,0.094954226101767,0.235714285714286
IL,20200326,2538,14093,673,1749,-0.141065259555501,0.124104165188391,0.265169424743893
LA,20200318,240,335,69,49,-0.141231343283582,0.146268656716418,0.2875
TN,20200327,1203,14888,246,936,-0.141619353014562,0.062869425040301,0.204488778054863
MS,20200325,377,1566,57,14,-0.142253659495039,0.008939974457216,0.151193633952255
CA,20200310,133,690,19,0,-0.142857142857143,0,0.142857142857143
IL,20200309,7,191,1,0,-0.142857142857143,0,0.142857142857143
MS,20200323,249,1143,42,29,-0.143302870273746,0.025371828521435,0.168674698795181
ND,20200319,15,493,9,225,-0.143610547667343,0.456389452332657,0.6
AL,20200326,506,3593,223,1064,-0.144580095904531,0.296131366546062,0.440711462450593
CO,20200314,101,610,29,86,-0.14614510631391,0.140983606557377,0.287128712871287
VT,20200322,52,1106,23,327,-0.146647656141327,0.295660036166365,0.442307692307692
NJ,20200311,24,57,9,13,-0.146929824561404,0.228070175438596,0.375
AZ,20200307,5,44,2,11,-0.15,0.25,0.4
DC,20200317,22,104,5,8,-0.15034965034965,0.076923076923077,0.227272727272727
MS,20200318,34,479,13,111,-0.150620164558516,0.231732776617954,0.382352941176471
AZ,20200326,577,347,127,24,-0.150939721005499,0.069164265129683,0.220103986135182
MN,20200312,9,307,4,90,-0.151284835323923,0.293159609120521,0.444444444444444
VA,20200322,219,3118,67,480,-0.151991236625749,0.153944836433611,0.305936073059361
OK,20200319,44,466,15,88,-0.152067889192353,0.188841201716738,0.340909090909091
AZ,20200320,65,211,21,36,-0.152460809332847,0.170616113744076,0.323076923076923
MD,20200323,288,94,44,0,-0.152777777777778,0,0.152777777777778
DE,20200321,45,36,7,0,-0.155555555555556,0,0.155555555555556
NE,20200320,32,240,5,0,-0.15625,0,0.15625
IL,20200312,25,266,6,22,-0.157293233082707,0.082706766917293,0.24
MA,20200316,164,352,26,0,-0.158536585365854,0,0.158536585365854
AR,20200324,218,947,44,41,-0.158540247812987,0.043294614572334,0.201834862385321
GU,20200319,12,69,4,12,-0.159420289855072,0.173913043478261,0.333333333333333
NH,20200319,39,621,13,108,-0.159420289855072,0.173913043478261,0.333333333333333
NY,20200306,33,92,11,16,-0.159420289855072,0.173913043478261,0.333333333333333
AL,20200320,81,28,13,0,-0.160493827160494,0,0.160493827160494
WA,20200310,162,1110,26,0,-0.160493827160494,0,0.160493827160494
MD,20200315,31,94,5,0,-0.161290322580645,0,0.161290322580645
PA,20200313,33,140,11,24,-0.161904761904762,0.171428571428571,0.333333333333333
MD,20200316,37,94,6,0,-0.162162162162162,0,0.162162162162162
CA,20200322,1536,11304,257,55,-0.1624521740092,0.004865534324133,0.167317708333333
GA,20200319,287,1544,90,233,-0.162682114422921,0.150906735751295,0.313588850174216
NJ,20200313,50,97,20,23,-0.162886597938144,0.237113402061856,0.4
MT,20200327,108,2590,37,462,-0.164214214214214,0.178378378378378,0.342592592592593
AK,20200322,22,946,8,188,-0.164904862579281,0.198731501057082,0.363636363636364
DE,20200314,6,36,2,6,-0.166666666666667,0.166666666666667,0.333333333333333
DE,20200319,30,36,5,0,-0.166666666666667,0,0.166666666666667
AZ,20200322,152,282,48,42,-0.166853303471445,0.148936170212766,0.31578947368421
CT,20200323,415,4085,192,1208,-0.166934568137913,0.295716034271726,0.462650602409639
AR,20200318,33,236,11,39,-0.168079096045198,0.165254237288136,0.333333333333333
FL,20200316,141,684,25,6,-0.168533034714446,0.008771929824561,0.177304964539007
MT,20200326,71,2128,18,180,-0.16893466059515,0.084586466165414,0.253521126760563
MS,20200320,80,695,30,143,-0.169244604316547,0.205755395683453,0.375
WI,20200311,3,43,1,7,-0.170542635658915,0.162790697674419,0.333333333333333
SC,20200325,424,2303,126,291,-0.170812885571732,0.126356925749023,0.297169811320755
KY,20200324,124,1742,20,-20,-0.172771378837821,-0.011481056257176,0.161290322580645
MD,20200324,349,94,61,0,-0.174785100286533,0,0.174785100286533
MD,20200325,423,94,74,0,-0.174940898345154,0,0.174940898345154
FL,20200318,314,1225,128,285,-0.174990250877421,0.23265306122449,0.407643312101911
AZ,20200325,450,323,93,10,-0.175706914344685,0.030959752321982,0.206666666666667
DE,20200323,68,36,12,0,-0.176470588235294,0,0.176470588235294
NE,20200315,17,80,3,0,-0.176470588235294,0,0.176470588235294
NH,20200324,101,1447,23,73,-0.177273567024982,0.050449205252246,0.227722772277228
TN,20200323,615,3272,110,0,-0.178861788617886,0,0.178861788617886
OK,20200326,248,958,84,153,-0.179001952993468,0.159707724425887,0.338709677419355
GA,20200327,2001,7864,476,463,-0.179005169338017,0.058875890132248,0.237881059470265
NY,20200310,173,92,31,0,-0.179190751445087,0,0.179190751445087
TX,20200321,304,6218,110,1135,-0.179307528228742,0.182534577034416,0.361842105263158
ME,20200322,89,2264,16,0,-0.179775280898876,0,0.179775280898876
OK,20200324,106,735,25,41,-0.180066743678604,0.05578231292517,0.235849056603774
MS,20200317,21,368,9,91,-0.181288819875776,0.247282608695652,0.428571428571429
AZ,20200306,3,33,1,5,-0.181818181818182,0.151515151515152,0.333333333333333
IA,20200316,22,83,4,0,-0.181818181818182,0,0.181818181818182
NV,20200317,55,168,10,0,-0.181818181818182,0,0.181818181818182
MI,20200317,65,272,12,0,-0.184615384615385,0,0.184615384615385
ID,20200319,11,457,2,-2,-0.186194549433061,-0.00437636761488,0.181818181818182
CO,20200310,12,142,3,9,-0.186619718309859,0.063380281690141,0.25
MI,20200318,80,272,15,0,-0.1875,0,0.1875
MS,20200319,50,552,16,73,-0.187753623188406,0.132246376811594,0.32
MO,20200322,90,369,17,0,-0.188888888888889,0,0.188888888888889
IA,20200326,179,2578,34,0,-0.189944134078212,0,0.189944134078212
UT,20200318,63,131,12,0,-0.190476190476191,0,0.190476190476191
DE,20200322,56,36,11,0,-0.196428571428571,0,0.196428571428571
NY,20200314,524,2779,103,0,-0.196564885496183,0,0.196564885496183
AZ,20200311,9,59,3,8,-0.19774011299435,0.135593220338983,0.333333333333333
CA,20200314,252,916,50,0,-0.198412698412698,0,0.198412698412698
NY,20200311,216,92,43,0,-0.199074074074074,0,0.199074074074074
KS,20200321,55,417,11,0,-0.2,0,0.2
TN,20200318,98,349,25,19,-0.200660780071341,0.054441260744986,0.255102040816327
CT,20200324,618,4682,203,597,-0.200969353124063,0.127509611277232,0.328478964401294
CO,20200315,131,627,30,17,-0.201894395948233,0.027113237639554,0.229007633587786
DE,20200327,163,36,33,0,-0.202453987730061,0,0.202453987730061
MO,20200318,13,253,5,46,-0.202797202797203,0.181818181818182,0.384615384615385
AK,20200326,59,1801,17,152,-0.203738036307513,0.084397556912826,0.288135593220339
IL,20200318,288,1763,128,423,-0.204512510241381,0.239931934203063,0.444444444444444
MD,20200319,107,94,22,0,-0.205607476635514,0,0.205607476635514
NJ,20200322,1914,327,587,33,-0.205770134115594,0.100917431192661,0.306687565308255
OH,20200323,442,140,91,0,-0.205882352941176,0,0.205882352941176
IA,20200318,29,83,6,0,-0.206896551724138,0,0.206896551724138
NE,20200322,48,356,10,0,-0.208333333333333,0,0.208333333333333
DE,20200325,115,36,24,0,-0.208695652173913,0,0.208695652173913
AZ,20200319,44,175,16,27,-0.209350649350649,0.154285714285714,0.363636363636364
CA,20200318,611,7981,128,0,-0.20949263502455,0,0.20949263502455
DE,20200320,38,36,8,0,-0.210526315789474,0,0.210526315789474
GA,20200324,1026,4458,254,161,-0.211448503118121,0.03611484970839,0.247563352826511
RI,20200320,54,654,21,114,-0.214576962283384,0.174311926605505,0.388888888888889
OR,20200313,30,337,11,51,-0.215331355093966,0.1513353115727,0.366666666666667
OH,20200313,13,50,8,20,-0.215384615384615,0.4,0.615384615384615
MD,20200321,190,94,41,0,-0.215789473684211,0,0.215789473684211
CA,20200308,88,462,19,0,-0.215909090909091,0,0.215909090909091
OH,20200324,564,140,122,0,-0.216312056737589,0,0.216312056737589
RI,20200323,106,932,23,0,-0.216981132075472,0,0.216981132075472
AL,20200318,46,28,10,0,-0.217391304347826,0,0.217391304347826
MI,20200327,3657,6550,801,0,-0.219031993437244,0,0.219031993437244
ME,20200321,73,2264,16,0,-0.219178082191781,0,0.219178082191781
MI,20200325,2294,2069,503,0,-0.219267654751526,0,0.219267654751526
KS,20200323,82,417,18,0,-0.219512195121951,0,0.219512195121951
CO,20200312,45,298,17,47,-0.220059656972409,0.157718120805369,0.377777777777778
MI,20200323,1328,2069,293,0,-0.220632530120482,0,0.220632530120482
SD,20200323,28,762,7,22,-0.221128608923884,0.028871391076116,0.25
MD,20200322,244,94,54,0,-0.221311475409836,0,0.221311475409836
AL,20200317,36,28,8,0,-0.222222222222222,0,0.222222222222222
CA,20200312,202,916,45,0,-0.222772277227723,0,0.222772277227723
CA,20200327,3879,17380,873,0,-0.225058004640371,0,0.225058004640371
WA,20200307,102,370,23,0,-0.225490196078431,0,0.225490196078431
ND,20200317,3,220,2,97,-0.225757575757576,0.440909090909091,0.666666666666667
CT,20200325,875,5023,257,341,-0.225826569210204,0.067887716504081,0.293714285714286
PR,20200323,31,189,8,6,-0.226318484383,0.031746031746032,0.258064516129032
KS,20200320,44,417,10,0,-0.227272727272727,0,0.227272727272727
NJ,20200321,1327,294,437,30,-0.227273426326069,0.102040816326531,0.3293142426526
CT,20200316,26,125,6,0,-0.230769230769231,0,0.230769230769231
NE,20200313,13,80,3,0,-0.230769230769231,0,0.230769230769231
NJ,20200318,427,190,160,27,-0.232601996795267,0.142105263157895,0.374707259953162
NY,20200316,950,4543,221,0,-0.232631578947368,0,0.232631578947368
SD,20200325,41,819,11,29,-0.232883647517794,0.035409035409036,0.268292682926829
IL,20200314,46,316,14,22,-0.2347275729224,0.069620253164557,0.304347826086957
UT,20200317,51,131,12,0,-0.235294117647059,0,0.235294117647059
IA,20200319,38,83,9,0,-0.236842105263158,0,0.236842105263158
NJ,20200323,2844,359,930,32,-0.237867729158586,0.089136490250696,0.327004219409283
OH,20200318,88,140,21,0,-0.238636363636364,0,0.238636363636364
MI,20200322,1035,2069,248,0,-0.239613526570048,0,0.239613526570048
MI,20200315,33,205,8,0,-0.242424242424242,0,0.242424242424242
NH,20200315,13,271,6,59,-0.24382628441669,0.217712177121771,0.461538461538462
TN,20200312,18,79,11,29,-0.244022503516174,0.367088607594937,0.611111111111111
TX,20200319,143,2212,60,388,-0.244173547971016,0.175406871609403,0.41958041958042
AZ,20200324,357,313,92,4,-0.244923528516838,0.012779552715655,0.257703081232493
AZ,20200318,28,148,8,6,-0.245173745173745,0.040540540540541,0.285714285714286
NM,20200321,57,3771,14,0,-0.245614035087719,0,0.245614035087719
CT,20200314,11,125,5,26,-0.246545454545455,0.208,0.454545454545455
CA,20200319,924,8787,313,806,-0.247018174723876,0.091726414020712,0.338744588744589
MO,20200327,669,369,167,0,-0.249626307922272,0,0.249626307922272
DE,20200316,8,36,2,0,-0.25,0,0.25
MD,20200312,12,94,3,0,-0.25,0,0.25
OK,20200314,4,36,1,0,-0.25,0,0.25
MD,20200327,774,94,194,0,-0.250645994832041,0,0.250645994832041
DE,20200324,91,36,23,0,-0.252747252747253,0,0.252747252747253
OH,20200317,67,140,17,0,-0.253731343283582,0,0.253731343283582
NC,20200324,398,8141,101,0,-0.253768844221105,0,0.253768844221105
PA,20200315,63,205,16,0,-0.253968253968254,0,0.253968253968254
AZ,20200321,104,240,39,29,-0.254166666666667,0.120833333333333,0.375
MI,20200324,1791,2069,463,0,-0.258514796203238,0,0.258514796203238
OH,20200319,119,140,31,0,-0.260504201680672,0,0.260504201680672
NY,20200309,142,92,37,0,-0.26056338028169,0,0.26056338028169
TN,20200322,505,3272,134,0,-0.265346534653465,0,0.265346534653465
NY,20200317,1700,5506,750,963,-0.266276361616205,0.174900108972031,0.441176470588235
OK,20200325,164,805,58,70,-0.266702014846235,0.086956521739131,0.353658536585366
SD,20200322,21,740,7,49,-0.267117117117117,0.066216216216216,0.333333333333333
OR,20200308,14,100,7,23,-0.27,0.23,0.5
MD,20200326,580,94,157,0,-0.270689655172414,0,0.270689655172414
OH,20200316,50,140,14,1,-0.272857142857143,0.007142857142857,0.28
NY,20200308,105,92,29,0,-0.276190476190476,0,0.276190476190476
MO,20200319,24,308,11,55,-0.279761904761905,0.178571428571429,0.458333333333333
MD,20200311,9,94,3,5,-0.280141843971631,0.053191489361702,0.333333333333333
VA,20200309,3,38,1,2,-0.280701754385965,0.052631578947369,0.333333333333333
MN,20200323,235,4511,66,0,-0.280851063829787,0,0.280851063829787
MD,20200320,149,94,42,0,-0.281879194630873,0,0.281879194630873
UT,20200316,39,131,11,0,-0.282051282051282,0,0.282051282051282
AL,20200315,12,28,6,6,-0.285714285714286,0.214285714285714,0.5
MT,20200315,7,103,2,0,-0.285714285714286,0,0.285714285714286
NV,20200312,7,168,2,0,-0.285714285714286,0,0.285714285714286
MO,20200314,4,90,2,19,-0.288888888888889,0.211111111111111,0.5
MO,20200326,502,369,146,0,-0.290836653386454,0,0.290836653386454
WV,20200325,39,759,19,149,-0.290868551738117,0.19631093544137,0.487179487179487
MD,20200313,17,94,5,0,-0.294117647058824,0,0.294117647058824
OH,20200320,169,140,50,0,-0.29585798816568,0,0.29585798816568
OH,20200322,351,140,104,0,-0.296296296296296,0,0.296296296296296
ID,20200320,23,590,12,133,-0.296315401621223,0.225423728813559,0.521739130434783
HI,20200321,37,124,11,0,-0.297297297297297,0,0.297297297297297
CT,20200312,6,89,3,18,-0.297752808988764,0.202247191011236,0.5
NJ,20200315,98,120,48,23,-0.29812925170068,0.191666666666667,0.489795918367347
AZ,20200316,18,125,6,4,-0.301333333333333,0.032,0.333333333333333
GU,20200322,27,126,12,18,-0.301587301587302,0.142857142857143,0.444444444444444
MI,20200321,787,2069,238,0,-0.302414231257942,0,0.302414231257942
RI,20200313,14,142,9,48,-0.304828973843058,0.338028169014084,0.642857142857143
CA,20200317,483,7981,148,0,-0.306418219461698,0,0.306418219461698
VT,20200323,75,1106,23,0,-0.306666666666667,0,0.306666666666667
IN,20200311,10,33,4,3,-0.309090909090909,0.090909090909091,0.4
VT,20200318,19,592,9,97,-0.309832859174964,0.163851351351351,0.473684210526316
RI,20200311,5,58,2,5,-0.313793103448276,0.086206896551724,0.4
ID,20200325,73,1887,23,0,-0.315068493150685,0,0.315068493150685
NM,20200313,10,190,5,35,-0.31578947368421,0.184210526315789,0.5
OH,20200321,247,140,78,0,-0.31578947368421,0,0.31578947368421
ID,20200326,123,2065,50,178,-0.320305517825154,0.086198547215496,0.40650406504065
ND,20200318,6,268,3,48,-0.32089552238806,0.17910447761194,0.5
NV,20200322,190,2448,66,64,-0.321224630202958,0.026143790849673,0.347368421052632
AK,20200318,6,406,3,72,-0.322660098522167,0.177339901477833,0.5
AL,20200319,68,28,22,0,-0.323529411764706,0,0.323529411764706
MO,20200320,47,369,23,61,-0.324050049011128,0.165311653116531,0.48936170212766
VT,20200316,8,421,4,73,-0.326603325415677,0.173396674584323,0.5
NJ,20200319,742,210,315,20,-0.329290206648697,0.095238095238095,0.424528301886793
MD,20200318,85,94,28,0,-0.329411764705882,0,0.329411764705882
UT,20200313,6,131,2,0,-0.333333333333333,0,0.333333333333333
AL,20200314,6,22,5,11,-0.333333333333333,0.5,0.833333333333333
MT,20200314,5,103,4,48,-0.333980582524272,0.466019417475728,0.8
AZ,20200323,265,309,113,27,-0.339036453562924,0.087378640776699,0.426415094339623
NJ,20200309,11,35,5,4,-0.34025974025974,0.114285714285714,0.454545454545455
VA,20200310,8,53,5,15,-0.341981132075472,0.283018867924528,0.625
MD,20200314,26,94,9,0,-0.346153846153846,0,0.346153846153846
AL,20200321,124,28,43,0,-0.346774193548387,0,0.346774193548387
SC,20200323,299,1466,104,0,-0.347826086956522,0,0.347826086956522
AK,20200324,36,986,14,40,-0.34832093757043,0.040567951318459,0.388888888888889
FL,20200314,77,478,27,0,-0.350649350649351,0,0.350649350649351
MD,20200317,57,94,20,0,-0.350877192982456,0,0.350877192982456
CT,20200310,2,54,1,8,-0.351851851851852,0.148148148148148,0.5
WV,20200319,2,143,1,21,-0.353146853146853,0.146853146853147,0.5
MT,20200322,31,1146,11,0,-0.354838709677419,0,0.354838709677419
MO,20200321,73,369,26,0,-0.356164383561644,0,0.356164383561644
NY,20200305,22,76,16,28,-0.358851674641148,0.368421052631579,0.727272727272727
DE,20200318,25,36,9,0,-0.36,0,0.36
NV,20200313,11,168,4,0,-0.363636363636364,0,0.363636363636364
TN,20200319,154,349,56,0,-0.363636363636364,0,0.363636363636364
CT,20200317,41,125,15,0,-0.365853658536585,0,0.365853658536585
WV,20200320,7,219,5,76,-0.367253750815395,0.34703196347032,0.714285714285714
ME,20200313,3,91,2,26,-0.380952380952381,0.285714285714286,0.666666666666667
CT,20200318,68,125,27,0,-0.397058823529412,0,0.397058823529412
MS,20200315,10,84,4,0,-0.4,0,0.4
NE,20200311,5,47,2,0,-0.4,0,0.4
MO,20200313,2,71,1,7,-0.401408450704225,0.098591549295775,0.5
OR,20200307,7,77,4,13,-0.402597402597403,0.168831168831169,0.571428571428571
AR,20200320,96,351,50,41,-0.404024216524217,0.116809116809117,0.520833333333333
MI,20200320,549,2069,213,-44,-0.409244454304632,-0.02126631222813,0.387978142076503
CO,20200306,2,46,2,27,-0.413043478260869,0.58695652173913,1
IL,20200310,19,244,12,53,-0.414365832614323,0.217213114754098,0.631578947368421
MS,20200321,140,695,60,0,-0.428571428571429,0,0.428571428571429
VA,20200313,30,117,13,0,-0.433333333333333,0,0.433333333333333
IA,20200310,8,32,5,6,-0.4375,0.1875,0.625
TX,20200325,974,12520,564,1763,-0.438240744992816,0.140814696485623,0.579055441478439
NJ,20200316,178,120,80,0,-0.449438202247191,0,0.449438202247191
CT,20200315,20,125,9,0,-0.45,0,0.45
NV,20200314,20,168,9,0,-0.45,0,0.45
MO,20200325,356,369,173,0,-0.485955056179775,0,0.485955056179775
MS,20200312,1,41,1,21,-0.487804878048781,0.51219512195122,1
DE,20200312,4,23,3,6,-0.489130434782609,0.260869565217391,0.75
AR,20200312,6,24,6,12,-0.5,0.5,1
DE,20200317,16,36,8,0,-0.5,0,0.5
WI,20200310,2,36,1,0,-0.5,0,0.5
CT,20200320,194,604,98,0,-0.505154639175258,0,0.505154639175258
MO,20200323,183,369,93,0,-0.508196721311475,0,0.508196721311475
KY,20200309,4,17,3,4,-0.514705882352941,0.235294117647059,0.75
KS,20200319,34,417,18,0,-0.529411764705882,0,0.529411764705882
NV,20200316,45,168,24,0,-0.533333333333333,0,0.533333333333333
FL,20200305,9,31,7,7,-0.551971326164875,0.225806451612903,0.777777777777778
MI,20200313,16,133,14,42,-0.55921052631579,0.31578947368421,0.875
NY,20200307,76,92,43,0,-0.56578947368421,0,0.56578947368421
VT,20200308,1,28,1,12,-0.571428571428571,0.428571428571429,1
AL,20200316,28,28,16,0,-0.571428571428571,0,0.571428571428571
LA,20200312,14,37,8,0,-0.571428571428571,0,0.571428571428571
IA,20200309,3,26,3,11,-0.576923076923077,0.423076923076923,1
ND,20200312,1,12,1,5,-0.583333333333333,0.416666666666667,1
CO,20200307,8,55,6,9,-0.586363636363636,0.163636363636364,0.75
DC,20200312,10,20,6,0,-0.6,0,0.6
ID,20200315,5,174,3,0,-0.6,0,0.6
LA,20200313,36,37,22,0,-0.611111111111111,0,0.611111111111111
MT,20200312,1,34,1,13,-0.617647058823529,0.382352941176471,1
DC,20200310,5,17,4,3,-0.623529411764706,0.176470588235294,0.8
SC,20200307,2,8,2,3,-0.625,0.375,1
ME,20200312,1,65,1,23,-0.646153846153846,0.353846153846154,1
MD,20200306,3,26,3,9,-0.653846153846154,0.346153846153846,1
WV,20200318,1,122,1,42,-0.655737704918033,0.344262295081967,1
MI,20200311,2,57,2,18,-0.68421052631579,0.31578947368421,1
MN,20200307,1,48,1,12,-0.75,0.25,1
KS,20200312,4,41,3,0,-0.75,0,0.75
MS,20200313,4,41,3,0,-0.75,0,0.75
ID,20200314,2,174,2,43,-0.752873563218391,0.247126436781609,1
KY,20200307,1,9,1,2,-0.777777777777778,0.222222222222222,1
AK,20200313,1,59,1,13,-0.779661016949153,0.220338983050847,1
UT,20200315,28,131,22,0,-0.785714285714286,0,0.785714285714286
NM,20200311,3,87,3,18,-0.793103448275862,0.206896551724138,1
DC,20200308,1,10,1,2,-0.8,0.2,1
SD,20200311,5,13,5,2,-0.846153846153846,0.153846153846154,1
VA,20200308,2,36,2,5,-0.861111111111111,0.138888888888889,1
AL,20200313,1,11,1,1,-0.909090909090909,0.090909090909091,1
OH,20200309,3,11,3,1,-0.909090909090909,0.090909090909091,1
DE,20200311,1,17,1,0,-1,0,1
KS,20200308,1,11,1,0,-1,0,1
LA,20200309,1,5,1,0,-1,0,1
NE,20200307,1,17,1,0,-1,0,1
